借据流水号,客户编号,客户名称,业务品种,是否表外,起始日期,到期日期,年利率,放款金额,借据余额,附加担保方式,业务品种大类,逾期天数,五级分类,经办人,业务品种细分,核心企业名称,组织机构证注册地,营业执照证注册地,统一社会信息证注册地,注册地址,利率调整周期,下一结息日,所属部门HR,终结日期,还款金额,ECIF客户号
2024081500000010,2023060600000006,四川强顺鑫旺贸易有限公司,反向保理,表内,2024-08-15,2026-02-09,6.5,197282.16,197282.16,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,,2025-08-09,供应链金融部,,0E-20,320015737629
2024081500000009,2023060600000006,四川强顺鑫旺贸易有限公司,反向保理,表内,2024-08-15,2026-02-09,6.5,26873.21,26873.21,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,,2025-08-09,供应链金融部,,0E-20,320015737629
2024071700000021,2023060600000006,四川强顺鑫旺贸易有限公司,反向保理,表内,2024-07-17,2026-01-12,6.5,910632.66,910632.66,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,,2025-07-12,供应链金融部,,0E-20,320015737629
PJ20250428000005,2023071400000004,上海熠博贸易有限公司,银行承兑汇票,表外,2025-04-28,2025-10-28,100,10000000,10000000,,票据,0,1-正常,徐淑颖,,,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,,,,0E-20,310015982705
2024091800000044,2019071200000105,四川金瑞鑫钢铁物资有限公司,反向保理,表内,2024-09-18,2026-03-09,6.5,214926.43,214926.43,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省泸州市龙马潭区,四川省泸州市龙马潭区,四川省泸州市龙马潭区,四川省泸州市,,2025-09-09,供应链金融部,,0E-20,200002526193
2024082200000012,2019122500000017,温州市华晨金属材料有限公司,反向保理,表内,2024-08-22,2026-02-17,6.5,140522.42,140522.42,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省温州市,浙江省温州市,浙江省温州市龙湾区,浙江省温州市,,2025-08-17,供应链金融部,,0E-20,200002717927
2024082200000025,2019122500000017,温州市华晨金属材料有限公司,反向保理,表内,2024-08-22,2026-02-17,6.5,140659.2,140659.2,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省温州市,浙江省温州市,浙江省温州市龙湾区,浙江省温州市,,2025-08-17,供应链金融部,,0E-20,200002717927
2025010900000011,2021111800000464,盐城市瑞龙塑业有限公司,反向保理,表内,2025-01-09,2026-01-09,5,962860,962860,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省盐城市建湖县,江苏省盐城市建湖县,江苏省盐城市建湖县,江苏省盐城市建湖县,,2026-01-09,公司业务三部,,0E-20,320012473821
2025070700000028,2022101200000003,上海凡川物资贸易有限公司,普通流动资金贷款,表内,2025-07-07,2025-10-05,6.1,3242845.84,2253007.04,,一般贷款,0,1-正常,曲鑫（客户经理）,现货业务,上海中钢供应链有限公司,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,2025-10-05,公司业务三部,,989838.800000000000,310014541726
2025071500000022,2023021400000001,江苏欧廷高分子材料有限公司,反向保理,表内,2025-07-15,2026-07-15,5,792960,792960,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省宿迁市泗阳县,江苏省宿迁市泗阳县,江苏省宿迁市泗阳县,江苏省宿迁市泗洪县,,2026-07-15,公司业务三部,,0E-20,320015321044
2024080500000048,2019071200000105,四川金瑞鑫钢铁物资有限公司,反向保理,表内,2024-08-05,2026-01-31,6.5,80818.64,80818.64,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省泸州市龙马潭区,四川省泸州市龙马潭区,四川省泸州市龙马潭区,四川省泸州市,,2025-07-31,供应链金融部,,0E-20,200002526193
2025030500000020,2019082000000034,郑州众仁钢铁销售有限公司,反向保理,表内,2025-03-05,2026-02-27,6,143825.36,143825.36,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市管城回族区,,2026-02-27,供应链金融部,,0E-20,200002561341
2024071100000003,2019091100000066,青岛鲁闽全供应链管理有限公司,反向保理,表内,2024-07-11,2026-01-05,6.5,485262.96,485262.96,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省青岛市即墨区,山东省青岛市即墨区,山东省青岛市即墨区,山东省青岛市,,2025-07-05,供应链金融部,,0E-20,200002573024
2024110200000002,2019122500000017,温州市华晨金属材料有限公司,反向保理,表内,2024-11-02,2025-10-27,6.5,167636.68,167636.68,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省温州市,浙江省温州市,浙江省温州市龙湾区,浙江省温州市,,2025-10-27,供应链金融部,,0E-20,200002717927
2024082200000020,2019122500000017,温州市华晨金属材料有限公司,反向保理,表内,2024-08-22,2026-02-17,6.5,64080.14,64080.14,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省温州市,浙江省温州市,浙江省温州市龙湾区,浙江省温州市,,2025-08-17,供应链金融部,,0E-20,200002717927
2024082600000022,2019122500000017,温州市华晨金属材料有限公司,反向保理,表内,2024-08-26,2026-02-21,6.5,176173.06,176173.06,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省温州市,浙江省温州市,浙江省温州市龙湾区,浙江省温州市,,2025-08-21,供应链金融部,,0E-20,200002717927
2024081000000001,2019122500000017,温州市华晨金属材料有限公司,反向保理,表内,2024-08-10,2026-02-02,6.5,44737.77,44737.77,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省温州市,浙江省温州市,浙江省温州市龙湾区,浙江省温州市,,2025-08-02,供应链金融部,,0E-20,200002717927
2024082200000022,2019122500000017,温州市华晨金属材料有限公司,反向保理,表内,2024-08-22,2026-02-17,6.5,25406.4,25406.4,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省温州市,浙江省温州市,浙江省温州市龙湾区,浙江省温州市,,2025-08-17,供应链金融部,,0E-20,200002717927
2024082600000023,2019122500000017,温州市华晨金属材料有限公司,反向保理,表内,2024-08-26,2026-02-21,6.5,84934.98,84934.98,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省温州市,浙江省温州市,浙江省温州市龙湾区,浙江省温州市,,2025-08-21,供应链金融部,,0E-20,200002717927
2025051300000037,2023092000000006,邯郸市泷柯贸易有限公司,反向保理,表内,2025-05-13,2026-05-08,6,109519.2,109519.2,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河北省邯郸市复兴区,河北省邯郸市复兴区,河北省邯郸市复兴区,河北省邯郸市复兴区,,2026-05-08,供应链金融部,,0E-20,320016890309
2024100800000060,2023092000000006,邯郸市泷柯贸易有限公司,反向保理,表内,2024-10-08,2025-10-03,6.5,376856.25,376856.25,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河北省邯郸市复兴区,河北省邯郸市复兴区,河北省邯郸市复兴区,河北省邯郸市复兴区,,2025-10-03,供应链金融部,,0E-20,320016890309
2024072400000010,2023122900000012,广州市子午线贸易有限公司,反向保理,表内,2024-07-24,2026-01-19,6.5,370505.41,370505.41,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,,2025-07-19,供应链金融部,,0E-20,320017977172
2025071700000022,2023021400000001,江苏欧廷高分子材料有限公司,反向保理,表内,2025-07-17,2026-07-17,5,101400,101400,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省宿迁市泗阳县,江苏省宿迁市泗阳县,江苏省宿迁市泗阳县,江苏省宿迁市泗洪县,,2026-07-17,公司业务三部,,0E-20,320015321044
2024122100000001,2023022200000001,江苏江帆电缆科技有限公司,反向保理,表内,2024-12-21,2025-12-20,5,75304.96,75304.96,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省无锡市宜兴市,江苏省无锡市宜兴市,江苏省无锡市宜兴市,江苏省无锡市宜兴市,,2025-12-20,公司业务三部,,0E-20,320015321283
2025010200000027,2023042400000001,湖北科普达高分子材料股份有限公司,反向保理,表内,2025-01-02,2025-12-31,5,763520,763520,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,湖北省黄冈市黄梅县,湖北省黄冈市黄梅县,湖北省黄冈市黄梅县,湖北省黄冈市黄梅县,,2025-12-31,公司业务三部,,0E-20,320015672502
2024073100000017,2023122900000012,广州市子午线贸易有限公司,反向保理,表内,2024-07-31,2026-01-26,6.5,119559.89,119559.89,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,,2025-07-26,供应链金融部,,0E-20,320017977172
2024101000000011,2024013100000003,四川亿恒博源商贸有限公司,反向保理,表内,2024-10-10,2025-10-04,6.5,126290.51,126290.51,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,四川省成都市成华区,,2025-10-04,供应链金融部,,0E-20,320018219126
2024090600000011,2024022200000014,江苏源旺贸易有限公司,反向保理,表内,2024-09-06,2026-02-28,6.5,103350.54,103350.54,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省连云港市灌南县,江苏省连云港市灌南县,江苏省连云港市灌南县,江苏省连云港市灌南县,,2025-08-31,供应链金融部,,0E-20,320018862150
2024082200000019,2019122500000017,温州市华晨金属材料有限公司,反向保理,表内,2024-08-22,2026-02-17,6.5,134685.18,134685.18,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省温州市,浙江省温州市,浙江省温州市龙湾区,浙江省温州市,,2025-08-17,供应链金融部,,0E-20,200002717927
2025041600000014,2020060100000010,河南玖洲惠华贸易有限公司,反向保理,表内,2025-04-16,2026-04-11,6,150601.8,150601.8,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省郑州市金水区,河南省郑州市金水区,河南省郑州市管城回族区,河南省郑州市金水区,,2026-04-11,供应链金融部,,0E-20,320005551220
2025012200000015,2020060100000010,河南玖洲惠华贸易有限公司,反向保理,表内,2025-01-22,2026-01-17,6.5,122094.7,122094.7,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省郑州市金水区,河南省郑州市金水区,河南省郑州市管城回族区,河南省郑州市金水区,,2026-01-17,供应链金融部,,0E-20,320005551220
2024082200000024,2019122500000017,温州市华晨金属材料有限公司,反向保理,表内,2024-08-22,2026-02-17,6.5,31603.44,31603.44,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省温州市,浙江省温州市,浙江省温州市龙湾区,浙江省温州市,,2025-08-17,供应链金融部,,0E-20,200002717927
2024080700000003,2019122500000017,温州市华晨金属材料有限公司,反向保理,表内,2024-08-07,2026-01-31,6.5,137279.88,137279.88,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省温州市,浙江省温州市,浙江省温州市龙湾区,浙江省温州市,,2025-07-31,供应链金融部,,0E-20,200002717927
2024100900000011,2020060100000010,河南玖洲惠华贸易有限公司,反向保理,表内,2024-10-09,2025-10-04,6.5,135891.92,135891.92,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省郑州市金水区,河南省郑州市金水区,河南省郑州市管城回族区,河南省郑州市金水区,,2025-10-04,供应链金融部,,0E-20,320005551220
2024071500000014,2024022200000014,江苏源旺贸易有限公司,反向保理,表内,2024-07-15,2026-01-10,6.5,456464.74,456464.74,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省连云港市灌南县,江苏省连云港市灌南县,江苏省连云港市灌南县,江苏省连云港市灌南县,,2025-07-10,供应链金融部,,0E-20,320018862150
2024081600000017,2024040700000003,上海八斗云供应链管理有限公司,反向保理,表内,2024-08-16,2026-02-11,6.5,120203.08,120203.08,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,上海市崇明区,上海市崇明区,上海市崇明区,上海市崇明区,,2025-08-11,供应链金融部,,0E-20,310019099096
2024071200000018,2024040700000003,上海八斗云供应链管理有限公司,反向保理,表内,2024-07-12,2026-01-07,6.5,240272.6,240272.6,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,上海市崇明区,上海市崇明区,上海市崇明区,上海市崇明区,,2025-07-07,供应链金融部,,0E-20,310019099096
2025072800000047,2024072400000085,徐州利峰泰建材贸易有限公司,反向保理,表内,2025-07-28,2026-07-28,5.6,1240000,1240000,,贸易融资,0,1-正常,周翔,线上供应链-瑞e保,江苏中大杆塔科技发展有限公司,江苏省徐州市邳州市,江苏省徐州市邳州市,江苏省徐州市邳州市,江苏省徐州市邳州市,,2026-07-28,供应链金融部,,0E-20,320020099293
PJ20250606000010,2024080100000177,上海才宥国际贸易有限公司,银行承兑汇票,表外,2025-06-06,2025-12-06,100,10000000,10000000,,票据,0,1-正常,倪文蕾（客户经理）,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,310020240737
PJ20250529000002,2024080100000178,上海茂程化工有限公司,银行承兑汇票,表外,2025-05-29,2025-11-29,100,10000000,10000000,,票据,0,1-正常,徐淑颖,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,310019780420
PJ20250529000009,2024080100000178,上海茂程化工有限公司,银行承兑汇票,表外,2025-05-29,2025-11-29,100,10000000,10000000,,票据,0,1-正常,徐淑颖,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,310019780420
PJ20250529000004,2024080100000178,上海茂程化工有限公司,银行承兑汇票,表外,2025-05-29,2025-11-29,100,10000000,10000000,,票据,0,1-正常,徐淑颖,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,310019780420
PJ20250527000014,2024090400000208,上海信克国际贸易有限公司,银行承兑汇票,表外,2025-05-27,2025-11-27,100,10000000,10000000,,票据,0,1-正常,周鑫（客户经理）,,,上海市普陀区,上海市普陀区,上海市普陀区,上海市普陀区,,,,,0E-20,200000035113
